MedInc,MedHouseVal,data_id
7.0549,3.314,730.9328571428572
6.7851,3.235,985.1146948356808
2.8929,2.167,1177.8726086956522
3.0812,2.331,868.542772073922
5.2402,2.964,427.87678571428575
6.5217,2.737,683.0737662337663
3.2632,2.277,1047.0343478260868
3.0298,1.996,991.0131065759638
4.5428,2.398,1102.8809708737863
4.072,2.701,673.8135294117648
5.3509,3.021,951.5746449136277
3.1603,2.695,704.284596949891
4.7708,3.147,530.4532394366198
8.1564,3.901,939.2768421052632
8.8793,4.103,779.9172093023257
6.8591,3.524,871.4843730886851
6.0302,2.873,552.0465625
7.508,3.487,796.0743181818182
2.7477,2.438,835.4706211180124
2.1944,2.115,277.6171428571429
3.0149,2.184,1115.002868852459
3.675,2.699,965.5931660231661
3.225,2.188,1290.3980187416332
2.9345,2.25,1632.2396551724137
2.1429,2.5,1276.432271468144
1.6121,1.714,980.1214285714285
1.3929,1.938,1252.2770375161708
2.3173,1.25,1089.2796037296037
1.7772,0.975,1393.7465217391305
2.6458,1.25,661.3257142857143
2.181,1.388,1004.53173553719
2.2303,1.167,1563.5794659300184
1.6504,1.518,1628.2052795031057
2.2697,1.27,649.7661403508771
2.1563,1.286,1036.781902017291
2.1348,1.406,924.5629850746268
2.6292,1.827,1130.7495306859205
2.3833,1.469,690.5738910505836
2.957,1.228,1239.854264339152
2.5238,1.693,1404.7564549483013
1.9375,1.266,406.1936559139785
1.9028,1.279,866.9909183673469
2.25,1.235,1067.338674698795
2.3929,1.119,762.5842857142857
2.1917,1.128,4286.107522339562
2.9357,1.079,1578.586699029126
1.8854,1.375,930.4041064638783
2.1638,1.055,1383.313496143959
2.125,0.955,1156.6325082508251
3.375,1.161,566.4011904761904
2.2542,1.122,1203.146638655462
2.1,0.75,147.68545454545455
1.6,1.125,299.63756097560974
3.625,1.25,765.266872246696
1.6929,1.15,1576.9941420118344
1.6471,0.95,439.318115942029
2.59,0.964,784.8936293436293
2.57,0.72,530.884262295082
2.6429,0.713,333.8436507936508
3.0257,0.808,914.2166666666666
1.4886,1.288,1443.7570649895179
1.9338,1.125,1424.9883561643835
1.4844,1.194,927.5029411764706
1.6009,1.181,2732.2956724367514
2.0375,1.225,1400.8777842565596
2.293,1.063,778.4823744292237
2.1494,1.325,1526.644569789675
1.6198,1.227,343.5957142857143
1.3281,1.133,482.6252173913044
3.5156,1.095,880.1030882352941
3.9048,1.647,2191.8882481751825
3.0893,1.25,518.6569230769231
2.6042,1.247,1565.695237191651
2.5,1.367,1119.4025471698112
2.7969,1.417,2085.8583156297423
2.8321,1.5,857.3517647058824
2.9583,1.388,777.5217808219179
2.8365,1.392,1435.5199224806202
2.875,1.438,1061.541139896373
3.0682,1.565,1026.9800862068964
3.0757,1.51,1139.327668161435
4.9559,2.73,1033.0505494505494
4.7721,2.171,624.2343283582089
3.4861,1.871,1801.2571388101983
5.1184,2.396,721.964705882353
4.0977,2.297,423.59793650793654
4.744,2.573,528.173025210084
4.2727,2.469,685.9232530120482
2.9844,1.799,380.1108695652174
4.1739,1.696,585.4282978723404
3.8487,2.033,977.2541353383459
4.0114,2.634,554.9096389891697
4.6563,2.318,1024.0361233480176
2.9297,1.405,1655.1964125560537
2.3036,1.26,927.1771794871795
2.6667,1.22,656.0995238095238
2.619,1.347,1272.3476374745417
2.4167,1.394,1448.8078481012658
2.7788,1.154,1328.5275
2.7352,1.373,1308.0128822495606
1.8472,1.37,984.5291078066915
2.6583,1.426,710.8026530612245
3.0536,1.375,697.7495918367348
2.3906,1.117,2188.2796721311474
1.7188,1.268,1145.584742014742
2.625,1.113,671.6944813278009
2.8015,1.148,466.60185185185185
1.7276,1.023,1726.6668181818181
2.0801,1.319,1618.9943434343434
2.489,1.191,1462.4862086513995
1.7546,0.806,1004.1666666666666
4.0904,0.806,271.13664233576645
2.6765,0.888,391.7344966442953
2.4338,1.024,1539.9261076604555
2.3309,0.987,1101.9018079096045
2.2604,1.0,754.5780505415162
1.8039,0.923,819.0020532319392
2.2562,0.948,1807.0858286778398
2.0562,1.02,942.5729325513196
3.5398,1.584,1143.4759810874705
3.1167,1.216,989.4284042553192
2.5401,1.291,1046.564126984127
2.898,1.214,1455.7456198347106
2.3125,1.028,1158.7252162849873
2.875,1.6,387.3816666666667
3.3715,1.439,1004.135294117647
3.5114,1.512,1062.3234052757794
4.3125,1.644,1027.5473333333332
3.22,1.565,902.2566666666667
3.875,2.25,502.8340425531915
5.2328,1.742,413.96320574162684
3.7262,1.669,473.511052631579
4.5893,1.635,787.2374923547401
5.2578,2.53,153.8364150943396
7.0875,2.407,544.5352336448598
3.9712,2.081,840.4124316109422
2.9514,1.981,499.8734375
2.6667,1.728,464.3164179104478
5.4446,3.367,537.9608270676691
6.2838,3.182,359.88666666666666
6.7527,2.858,873.5315853658536
7.0712,2.93,834.4671604938271
5.9849,3.71,4903.164316217591
3.6875,1.573,569.048202247191
2.875,1.353,1622.0238975817922
3.4205,1.367,1003.2658476658477
3.2984,1.607,631.1105633802817
3.875,1.406,386.195635359116
4.175,1.44,214.05628099173555
4.375,1.619,488.22467889908256
4.7708,1.563,364.0877777777778
3.5739,1.76,886.1308333333334
3.0958,1.458,775.3220253164557
3.3958,1.419,830.432298136646
1.871,0.907,1278.608849557522
1.9356,0.906,992.6153521126761
2.1842,1.079,883.1161780104712
2.2917,1.07,851.4956249999999
2.4333,0.982,905.3781355932203
1.9479,0.895,826.2669918699186
3.9063,0.938,365.2890909090909
1.8407,0.967,1217.460266075388
2.0786,0.975,314.1122929936306
2.8125,0.973,795.8623880597015
1.8913,0.912,1029.6072479564032
1.7056,0.914,708.5068029739776
2.2768,0.962,1397.2596750902526
3.2552,1.201,1091.2680821917806
2.0556,1.0,947.401475409836
2.4659,0.947,948.5128571428571
1.75,0.857,744.5205734767025
2.0469,0.893,1330.6901321585901
2.7159,1.014,1050.8235530085958
1.2083,0.725,440.8530188679245
1.925,0.741,548.2282278481013
1.5809,0.7,450.5424812030075
1.4097,0.846,1843.4460569715143
0.7683,0.818,1062.8292592592593
1.3194,0.814,1399.4080769230768
0.8012,0.818,353.24518518518516
1.9479,0.858,902.8175247524752
1.1765,0.871,486.1160377358491
2.3456,0.835,298.6494308943089
2.1538,0.797,743.9211475409836
2.5139,0.834,335.24032258064517
1.2625,0.847,719.3309407665505
2.9063,0.8,564.8126262626262
2.5192,0.764,773.55
2.1111,0.797,353.74852941176465
2.455,0.824,2655.0576923076924
2.4028,0.977,1400.1472946859903
2.15,0.972,244.95686131386861
2.4776,1.016,412.32977653631286
2.1587,0.865,1150.1699706744866
1.8438,0.905,241.52330275229357
3.0298,1.076,667.8988888888888
2.25,0.842,612.4632584269663
2.2467,0.889,1258.3424858757062
4.0469,0.807,201.095
1.325,0.871,539.7546153846154
1.6196,0.851,650.4062548262549
2.1731,0.82,820.0353846153846
1.9167,0.828,400.7733333333333
2.069,0.846,570.6310328638497
1.712,0.821,570.4916867469879
2.5625,0.893,918.0830069930071
1.9821,0.983,825.5440522875817
2.5043,0.923,747.1800000000001
2.3281,0.888,681.583937007874
1.4375,0.9,853.2590830945559
2.5122,0.955,1355.5690082644628
1.5625,0.917,1434.7352282157676
3.1587,1.004,515.8070270270271
1.8426,0.948,867.3648538011696
4.6696,1.643,799.5172185430464
2.4598,1.555,1356.3707129094412
6.0749,1.969,681.435925925926
4.8304,2.791,1216.2835211267607
5.5701,2.528,463.2029383886256
5.37,2.754,1139.9226829268293
6.86,2.5,727.319497716895
7.6923,3.298,247.6483486238532
4.0313,1.955,217.35311926605505
6.8323,2.559,497.4763366336634
4.975,3.111,55.36000000000001
5.3602,3.3,147.08236559139786
5.0,2.489,1393.887777777778
2.925,1.429,347.3757142857143
3.8913,1.263,767.929411764706
3.225,1.358,864.4580060422961
3.1458,1.306,489.57952879581154
2.537,1.079,1055.5355958549221
2.5568,1.111,296.39000000000004
3.5083,1.22,771.7260294117648
3.3125,1.18,682.2992198581561
1.8235,0.952,847.1455555555556
3.8047,0.943,324.6426315789474
2.2917,0.925,742.5128571428571
2.4962,0.918,753.8039382239383
4.0417,1.094,744.38
3.4844,1.295,485.2672037914692
4.1458,1.434,273.0452777777778
2.625,0.982,451.790843373494
2.0227,1.031,527.4125581395349
3.3333,2.768,494.0506779661017
5.338,2.709,511.6869230769231
3.4732,2.462,787.9076923076923
3.5125,2.242,944.6176817288801
3.1375,2.291,610.7257668711657
2.8036,2.116,732.7633333333333
4.5824,2.561,2337.711692844677
3.0208,2.063,435.4668115942029
4.0875,2.213,537.8445454545455
4.5268,2.074,468.63142857142856
1.7375,3.5,2474.3062337662336
3.1795,2.182,1415.7522988505746
3.8672,2.167,440.8939647577093
5.1675,2.706,292.0444444444445
5.1696,2.614,922.3061994609164
4.2614,2.613,686.9023952095808
5.0551,2.322,857.8222222222222
5.6228,3.754,563.14953125
7.8864,3.573,623.0879166666666
7.9556,3.744,602.1172727272727
6.174,3.588,490.0537288135593
6.9414,4.175,589.2821739130435
8.8342,4.305,893.2912328767123
7.1754,3.629,697.1167948717949
10.0825,3.97,576.3167213114754
4.9083,3.468,737.064776119403
5.7912,3.271,330.062380952381
4.5893,2.901,752.8728726287263
5.4171,2.92,639.9694771241831
4.125,2.709,1002.8379260780288
7.266,3.711,891.3608450704226
5.3989,3.356,641.2780882352941
7.8336,3.713,821.1344751381215
6.1593,3.44,273.60685082872925
6.381,3.422,922.8053246753246
6.6828,3.709,1123.0208730158731
7.5385,3.5,904.8333333333334
6.7138,3.686,948.9413392857143
6.2425,3.918,811.8328712871287
5.7979,4.153,740.8030238726791
4.2813,2.849,1149.5938969404187
3.5417,2.875,586.4328882833788
3.0132,2.729,906.4081818181818
4.1429,2.596,975.8801724137932
4.1912,2.545,424.0444444444445
3.9167,2.356,406.84311926605506
3.8897,2.184,741.7137113402063
3.1065,2.292,951.7668421052632
2.9926,1.921,837.7547058823529
3.556,1.793,758.8031578947368
1.475,1.875,670.0471532846716
1.6971,1.388,125.70244897959185
2.1705,1.5,145.85
2.75,1.406,204.8021875
2.5682,1.2,135.6166037735849
2.9,1.448,771.9856338028169
2.2208,1.448,1613.0480701754386
3.2344,2.455,320.94302325581396
3.5156,2.0,205.78847328244274
1.9805,1.737,880.438368522073
2.6684,1.856,1046.767984496124
3.875,1.826,303.47215686274507
3.006,2.279,728.5975369458129
2.543,2.207,1210.5055555555555
2.8676,2.12,722.4577494199536
2.1907,2.714,1289.1762100456622
1.7778,2.688,779.6282352941176
2.52,2.778,1069.48012987013
4.2788,3.325,400.55975903614456
2.944,3.389,1476.339022687609
1.725,2.875,1715.958101430429
5.2289,3.846,183.78260162601626
2.5562,3.714,2104.795355450237
0.949,3.5,1935.8464150943396
1.1696,5.00001,1270.0159999999998
1.4012,1.75,3262.1442857142856
1.1859,2.417,1638.423487881981
1.7464,2.167,1592.2749999999999
2.8846,2.113,624.62
2.7372,2.102,1341.6518731988472
3.8594,1.964,310.65936507936505
3.5625,1.917,746.0324778761062
2.2788,1.823,488.54547945205485
2.537,1.75,1299.518288920056
2.525,1.659,710.0472897196261
1.9946,1.569,732.7608602150538
2.8214,1.643,705.8574566473989
2.6165,1.5,1063.2427906976743
1.9483,1.505,1271.9749733570159
1.9327,1.699,875.7328089887641
1.9798,1.474,1278.8184868421051
2.4167,1.527,922.8083073496658
2.5417,1.827,841.821884057971
3.3906,1.793,697.7587709497207
2.5652,1.577,1500.0674213836478
2.2845,1.531,1130.7155633802815
2.6071,2.5,403.41022471910117
3.15,2.063,412.41285714285715
2.6914,2.188,766.9160273972603
1.8447,1.982,1044.6465693430657
1.6307,2.536,3193.4805970149255
2.9044,2.574,1410.480352644836
2.9405,2.895,1378.7516936671575
3.3893,2.417,1170.9289962825278
3.0417,4.896,1575.2178431372547
7.0897,4.462,432.1545544554456
5.0463,4.563,637.0472881355932
1.7652,3.368,795.5654565701559
7.8521,5.00001,435.0358878504673
9.3959,5.00001,1284.3640322580648
5.3794,3.769,1233.8405084745762
3.2619,3.096,1425.5873509933774
2.7054,1.823,1717.7885889570553
2.2431,1.727,636.7855214723927
1.9028,1.508,593.2270588235294
1.5817,1.536,792.9904683195592
2.2841,1.063,69.55402597402599
1.3785,1.423,761.2226332288402
2.9018,1.194,198.69878787878787
1.73,1.479,424.05039215686276
2.2625,1.329,971.8318025751072
2.2106,1.325,935.0065217391303
2.6997,1.269,1540.6715686274508
4.0018,1.438,3017.051457825451
7.8772,5.00001,865.223268698061
11.8603,5.00001,726.1650793650794
13.499,5.00001,936.6388059701493
12.2138,5.00001,919.43375
8.1872,4.661,923.3135772357724
12.3804,5.00001,1110.7022715404698
5.8948,4.578,503.16709251101327
8.1194,4.716,834.4887341772152
8.7477,5.00001,474.6961452513967
6.155,3.986,1388.406923076923
5.883,3.407,1022.3438693467336
5.2128,2.899,1159.9276833976833
4.7188,3.353,723.0377881619937
5.2915,3.33,295.8633333333333
2.6411,2.41,398.6869506726457
3.3214,1.896,327.09624999999994
3.6417,2.063,802.902654155496
3.0161,2.157,1386.1090652557318
3.1771,2.102,399.7618604651163
3.4531,2.088,743.645
4.3098,1.979,347.2351898734177
3.3438,2.013,446.05846153846153
2.9213,1.908,413.8162962962963
2.6806,2.079,636.2194339622641
3.7708,2.153,547.887358490566
3.9444,2.129,641.037972027972
5.2601,2.927,876.4832510288065
2.5444,2.75,3587.8000584795323
2.6447,2.0,1958.2080281690141
2.5762,1.734,3659.438727415554
1.9427,1.022,739.2266666666667
2.9688,2.208,787.997204610951
3.75,2.428,1818.4579089026915
5.1702,2.654,1160.3448114630469
2.5139,2.19,647.7324159021407
2.9732,2.821,711.1621739130435
5.5337,3.72,950.8801843317972
4.1667,2.258,789.9022038567493
2.7115,2.208,766.3577680525165
3.3269,2.345,1038.6640926640928
3.2685,2.542,789.4795505617977
4.7778,3.518,554.6547811447812
4.226,2.75,580.46
3.3571,4.054,328.89953488372095
2.9899,2.281,832.7254963680388
2.875,2.34,838.4408176100629
2.3882,1.625,502.7292481203007
2.975,2.434,2003.5010066476732
5.1039,2.738,1220.9655140186915
4.1458,2.485,291.655
3.4762,2.44,896.5941525423729
2.6833,2.409,744.3742600896861
5.75,3.063,576.130790513834
3.9632,2.4,571.9602985074627
4.9489,2.471,302.14013698630134
4.8711,2.866,1416.3908030112923
3.0718,2.667,1045.68091954023
3.6719,2.298,1027.7760975609756
4.6094,2.293,1037.2163855421686
4.5213,2.284,2847.8624696356273
4.4562,2.062,814.79
7.611,3.507,7345.212523914643
3.2689,2.31,2890.726006097561
3.567,2.529,1257.630253164557
3.6875,3.539,2891.4740431266846
4.7695,2.917,2607.8370981754997
3.1972,1.0,500.25834355828226
7.2634,3.416,5699.590418535127
7.0568,4.125,1657.06453125
4.635,2.486,1396.4439508506616
5.3015,2.549,664.402962962963
4.9801,2.415,1153.3542857142859
5.4834,2.952,1329.5652892561984
6.187,3.404,1286.2657197696738
5.6194,2.747,966.4955858310626
5.4639,2.386,922.3806849315068
5.1498,2.664,1004.5791280653951
5.8382,3.302,840.2542857142857
4.65,2.068,1867.9809523809522
4.3819,2.092,1330.9747899159663
3.7222,1.958,1362.1322535211266
5.2855,2.535,667.4043866171004
4.3375,2.418,785.2452583586627
5.2131,2.525,2641.2409178743965
6.005,2.639,649.3894676806084
5.0519,2.27,699.224684385382
4.8237,2.209,1702.3661963190186
5.2497,2.593,1074.4395121951218
4.125,2.325,562.9585198555957
4.6005,2.316,739.2463492063492
3.5187,2.094,1830.123116883117
3.0,2.232,1404.7726512968302
3.4934,2.099,1562.9369014084507
2.9861,2.082,2156.740352045671
2.5362,2.038,938.4696376811594
3.3021,1.957,1022.9761670235546
3.0964,1.905,2916.93583011583
2.8512,1.81,658.2156338028169
3.3478,1.849,547.187868852459
2.3958,1.908,231.13170731707316
3.5295,2.422,1396.8140718562872
4.8036,1.883,1649.7649999999999
3.851,1.835,1256.0227272727273
4.0662,2.042,357.8916666666667
4.6042,2.519,839.9360559796438
2.2,1.875,528.7115277777779
4.1164,1.982,911.9826213592232
3.95,2.19,462.95956521739134
4.9135,2.75,234.7967832167832
2.8355,2.454,1490.7172282608694
3.25,1.775,842.6864367816091
2.8301,1.716,685.5648051948051
3.7159,1.833,537.6832876712328
2.5625,1.75,342.62314009661833
3.8047,1.567,921.8285245901639
3.375,1.575,438.3744444444444
3.244,1.798,398.9692929292929
4.0268,2.055,1126.849479768786
3.3906,1.789,1316.182857142857
5.5461,2.625,76.24413793103449
3.371,1.65,1735.2864457831324
3.5313,1.597,684.2005190311418
3.663,1.583,732.0317073170731
2.875,1.448,536.1457740585773
4.0202,1.663,2057.26102661597
4.5553,1.91,550.048023715415
3.4643,1.75,284.2813432835821
3.3431,1.375,794.3682474226804
2.1898,1.417,747.0285165794065
2.9097,2.109,656.5198680738786
3.375,1.983,457.60007518796994
2.8125,1.574,1941.6739501039501
5.0,2.647,741.0540718562875
3.0673,2.184,628.604164305949
3.8125,2.351,849.1198913043479
6.9096,3.418,604.1407407407407
7.912,3.673,948.1844584382872
3.8393,2.435,894.0797959183674
4.0,1.679,470.21857142857147
6.5095,3.712,257.5783040935673
3.5156,2.189,205.76181818181817
2.983,2.027,472.81790322580645
3.524,1.862,923.8557657657658
3.1103,1.889,693.822774566474
3.5781,1.8,526.8355555555556
3.1682,2.027,2358.365473372781
2.6101,1.817,1281.2987705956907
3.6932,1.668,2114.6744061302684
3.4583,1.837,1251.0203676470587
3.9032,2.18,1728.144679943101
4.0208,1.915,449.4616393442623
3.5547,1.947,590.1247126436781
4.5859,1.872,612.6660606060606
2.6321,2.231,2079.736332665331
3.395,2.713,1133.4511353032658
3.9702,1.941,524.0955648535564
5.0043,1.904,1121.714142480211
4.4659,1.891,792.4536544850498
3.6625,1.846,555.4093693693693
3.8864,1.973,621.0871014492753
3.4583,1.926,651.7508733624454
3.7813,1.922,543.2712280701754
2.9917,1.946,486.06444444444446
4.4375,1.935,754.2281028938907
4.0,2.026,870.1598342541437
2.3869,0.833,485.13363636363636
4.7609,2.126,1043.5937704918033
5.4858,1.878,757.5947630922693
4.3971,2.057,714.3427208480565
4.0109,1.929,781.7722097378277
4.3864,2.052,1267.305720164609
4.2841,2.134,846.9555874673629
5.1312,1.836,875.3967164179104
2.9958,1.784,1010.5193693693693
3.6364,2.192,1406.9930477759472
2.7955,1.831,1479.0256687898088
2.9507,1.571,1174.1796907216494
3.4375,1.578,613.0610394265233
2.875,1.617,477.92286919831224
3.0345,1.521,549.7768512110727
2.679,1.449,1767.0453333333332
2.9922,1.799,1204.97219330855
4.1042,1.791,1498.5177611940298
2.5833,1.599,1489.293298791019
2.1552,1.614,745.4590744920994
2.3274,1.704,753.0604142011834
2.4206,1.375,1683.0278453038673
3.9063,1.784,304.9937267080746
2.6464,1.552,1480.1075080906148
3.4643,1.609,686.0654368932039
2.3973,1.673,1057.985254237288
6.5,3.4,1.337419354838706
6.0574,4.31,403.50625730994153
3.8958,3.011,1106.6850436300176
4.7813,2.419,503.9434136546185
3.2829,1.625,2158.4082828282826
5.3169,2.992,785.0830681818181
6.2579,3.155,3745.5812732919258
5.1701,2.168,3745.5874961360123
3.25,2.181,1198.579837587007
3.1796,1.703,2585.167277936963
2.4196,2.75,170.44671532846715
2.6563,1.841,1318.908072487644
0.9637,1.6,150.1228947368421
2.3357,1.75,590.765064935065
3.5114,1.975,621.8320382165606
3.3125,1.5,190.875
2.4042,2.056,1037.664074074074
2.8322,1.703,1022.9561670235546
2.5156,1.909,486.5319795221843
3.4032,1.969,608.7127160493827
2.535,1.74,1027.0554464285713
2.5772,1.702,1115.144193548387
3.0962,1.809,979.2325000000001
2.9564,1.505,2397.315293466224
3.125,1.671,1080.567146529563
2.95,1.489,1064.1180357142857
4.38,1.964,642.2716104868913
4.0417,1.911,893.16
3.8,1.875,870.1329729729729
3.4839,1.806,1077.4647619047619
4.0588,1.828,1047.225355450237
4.1974,1.793,1093.480174563591
3.6,1.794,842.3670731707317
4.267,2.103,1342.1868401486988
4.2386,1.923,1284.262
5.5797,1.981,1089.522564102564
4.0682,1.962,559.1678600823045
3.1734,1.816,798.1906024096385
4.7933,1.869,1553.465368043088
4.8125,1.883,1413.2832228360958
3.8676,1.84,832.4232807570977
3.9395,1.847,1716.1407780979828
3.2434,1.799,1542.9836090225563
3.0917,1.672,517.234107142857
3.0645,1.654,1955.4575817923185
2.7019,1.54,1772.6546268656716
3.1115,1.535,1326.5256066945606
3.4722,1.354,684.3965682656826
2.2222,1.583,643.2159854014598
6.1104,2.407,937.6270588235294
4.2733,1.807,1748.0729878869447
3.2465,2.306,1386.9847402597402
3.2417,2.108,1115.5198717948717
3.875,1.653,957.2370558375635
6.0501,2.542,608.4812396694215
6.8233,3.326,1073.4131325301205
6.3501,3.5,984.3960416666666
2.6719,1.612,1172.727989778535
3.875,1.793,2378.951804222649
2.5625,1.543,981.5659550561799
3.016,1.618,2099.527297297297
2.7694,1.619,2986.932586605081
3.6818,1.654,1011.492459893048
2.1382,1.666,1267.6669565217392
3.7303,1.497,517.4677669902912
3.875,1.621,398.78147651006714
3.0489,1.526,1211.4461607142857
2.8203,1.952,1331.7902839116718
4.3897,1.906,461.51108695652175
4.7143,1.938,490.5084536082474
4.6875,2.006,260.61357142857145
3.2091,1.5,2251.417330016584
4.275,1.853,686.8420512820512
4.1302,1.727,831.6035117056856
3.09,1.741,1644.234292379471
4.5417,1.944,1102.9152694610777
4.6635,2.067,653.1838848920863
4.4427,2.045,714.0452978056426
4.5303,1.75,170.62317073170732
2.375,1.375,4.970000000000001
3.8171,1.872,5531.414378211716
4.5281,1.736,1646.2080728051392
4.3456,1.63,324.754043715847
3.4861,3.316,1959.3206539509536
5.2312,1.976,772.3672093023256
3.6708,1.979,1825.0863002680965
3.8875,2.281,182.9485714285714
3.9167,1.895,653.4918072289156
3.9063,1.842,754.41301369863
3.7895,1.809,1295.905
3.8,1.72,707.7414516129031
5.7309,1.779,580.4892035398229
4.1141,1.731,771.6976014760147
5.2838,1.726,582.87
3.3479,1.821,3984.212291105121
3.142,1.795,1027.2131100478468
3.7614,1.76,466.51216216216216
4.25,1.926,349.44261744966445
3.9338,1.827,381.45375
2.5158,1.349,5355.285652768284
2.4808,1.576,1946.486406926407
4.7083,1.909,2344.3843851508122
4.1652,1.582,957.2608510638298
3.5541,3.5,774.573023255814
3.8036,1.582,766.5040893470791
3.8259,1.461,647.8936363636365
3.2331,2.267,286.91075471698116
4.7109,1.987,919.45
4.2468,2.212,1390.3831688804553
6.396,2.085,371.1538636363636
3.8125,2.042,246.02776119402984
3.2857,1.932,711.2058278145695
3.8929,2.095,550.6880392156863
3.7262,1.649,921.1458362989324
4.0125,1.614,726.9326970954357
4.1719,1.87,645.9513953488372
4.2857,1.904,373.03945945945947
3.6458,1.566,1453.9835260115606
2.6875,1.573,1056.610909090909
3.7292,1.681,1094.0466468842728
4.5913,1.776,1319.652715231788
3.8625,2.089,3306.1983941039566
3.3611,1.692,758.8804395604395
2.8971,1.639,622.568547008547
